Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
28/11/2014,"60 INIS LUA, FARTHER RUSSELL RD, RATHEEN",,Limerick,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2013,"Lehina, Lislevane",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2020,"28 SHANDON COURT, UPPER YELLOW ROAD, CO WATERFORD",,Waterford,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2020,"CAHERBARNA, LISCANNOR, CLARE",,Clare,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2021,"BOLINGBROKE, DOLLA, NENAGH",,Tipperary,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"18 KILMURRY COURT, GARRYOWEN, LIMERICK",,Limerick,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2016,"ARD, GEASHILL, OFFALY",,Offaly,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2015,"11 BIRCH GROVE, ARD NA SIDHE, CLONMEL",,Tipperary,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2014,"3 GILFORD PINES, GILFORD RD, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,"€417,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2013,"Cashel, Tubbercurry",,Sligo,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2016,"31 Drury Mills, Saggart, Co. Dublin",,Dublin,"€282,750.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/10/2020,"APT 43, MILLRACE RD, PHOENIX PARK DUBLIN 15",Dublin 15,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2018,"3 CRAWFORD COURT, MOVILLE, DONEGAL",,Donegal,"€38,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/7/2017,"20 BALLYROAN RD, DUBLIN 16, DUBLIN",Dublin 16,Dublin,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/8/2021,"156 THE HAVEN, JACOBS ISLAND, MAHON",,Cork,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2012,"2 Cedar Lawn, The Cedars, Ridgewood  Swords",,Dublin,"€180,616.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
8/3/2019,"12 ELDER HEATH DOWNS, ELDER HEATH, KILTIPPER ROAD",,Dublin,"€237,885.46",No,Yes,New Dwelling house /Apartment,
1/7/2016,"7 BEECHBROOK PARK, DELGANY, WICKLOW",,Wicklow,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/1/2016,"160 CLUAIN AIRNE, SHANNON, CO. CLARE",,Clare,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2020,"152 THE COMMONS, DULEEK, MEATH",,Meath,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"EAST FERRY LODGE, EAST FERRY, MIDLETON",,Cork,"€1,215,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2019,"14 ASHFIELD RD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/5/2016,"10 WOODLAWN PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€770,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2010,"6 Mulberry Close, Ballinode",,Sligo,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/02/2016,"Horewood, New Street, Buttevant",,Cork,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/3/2014,"Apt 47 Block B Clares Court, Main Street/Church Street",,Cavan,"€11,630.00",No,No,Second-Hand Dwelling house /Apartment,
2/9/2019,"APT 5, BLOCK 1 ANNALY GROVE, ONGAR LODGE",Dublin 15,Dublin,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2021,"GORTBRACK, OWER, HEADFORD",,Galway,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2020,"10 DEERHAVEN VIEW, CLONEE, DUBLIN 15",Dublin 15,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2016,"ARDGEEHA, CASHEL RD, CLONMEL",,Tipperary,"€187,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
4/5/2018,"JAMESTOWN HOUSE, ENNISKERRY RD, KILTERNAN DUBLIN 18",Dublin 18,Dublin,"€1,475,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2020,"KILLAHORNIA, CREAGH, BALLINASLOE",,Roscommon,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"12 DODDER LAWN, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,"€256,479.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2015,"51 THE RICHMOND, NORTH BRUNSWICK ST, DUBLIN 7",Dublin 7,Dublin,"€204,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2019,"1 MICHAEL BURKES TERRACE, COBH, CORK",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2018,"10 ORCHARD HEIGHTS, CHARLEVILLE, CORK",,Cork,"€170,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/09/2010,"75 Sandford Woods, Swords, County Dublin",,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"22 ST AONGUS LAWN, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/2/2011,"46 The Green, Moyglare Hall Moyglare Road, Maynooth",,Kildare,"€322,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/03/2013,"Seaview Cottage, The Murrough, Wicklow Town",,Wicklow,"€37,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/12/2017,"6 FERMANAGH TERRACE, CLONES, MONAGHAN",,Monaghan,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2016,"ST JUDES, MAIN STREET, DUNCANNON",,Wexford,"€221,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2011,"18 fairlawn road, finglas, dublin 11",,Dublin,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/09/2016,"No. 7 The Court, Harbour Heights, Passage West",,Cork,"€58,149.78",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
4/12/2015,"49 CILL CHAIS, SHANNON, CLARE",,Clare,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2014,"BEAGH, DROMAHAIR, LEITRIM",,Leitrim,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/6/2017,"58 Daisyhill Manor, Ballyconnell",,Cavan,"€50,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
5/7/2018,"9 COACHMAN APTS, 40 DOMINIC STREET, GALWAY",,Galway,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2020,"6 ASHWOOD PARK, SOUTH DOUGLAS RD, CORK",,Cork,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
8/3/2013,"50 Seatown, Dundalk",,Louth,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
8/9/2010,"32 Dun Emer Avenue, Lusk.",,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"APT 30, BLACKHALL SQ, NORTH KING ST DUBLIN 7",Dublin 7,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2016,"NEW ST, BALLINROBE, MAYO",,Mayo,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/3/2017,"21B Oakfield Manor, Kinlough",,Leitrim,"€70,484.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/10/2015,"8 SLANEY HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin 1,Dublin,"€307,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2013,"Garvary, Burnfoot",,Donegal,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2013,"GARRANANASPICK, KINSALEBEG, ARDMORE VIA YOUGHAL",,Waterford,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2019,"278 Ard Uisce, Whiterock Hill, Wexford",,Wexford,"€198,237.88",Yes,Yes,New Dwelling house /Apartment,
31/10/2019,"6 AVERARD WEST, TAYLORS HILL RD, GALWAY",,Galway,"€822,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"72 DALE RD, STILLORGAN, DUBLIN",,Dublin,"€340,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"39 FLORANVILLE AVE, CLONDALKIN, DUBLIN",Dublin 22,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2011,"Cahernorry, Ballyneety",,Limerick,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2017,"11 DERHAM PARK, BALBRIGGAN, CO DUBLIN",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2012,"11 Glenbrook, Newtown Road",,Wexford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/7/2020,"2 LARAGHBEG, BALLON, CARLOW",,Carlow,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/10/2021,"43 LISHEEN FIELDS, OVENS, CORK",,Cork,"€456,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/3/2021,"SPRING WATER LANE, CAHERWEESHEEN, TRALEE",,Kerry,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/3/2021,"55 WESTBURY WOODS, GREENVILLE LANE, ENNISCORTHY",,Wexford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2010,"43 Ard Na Carraige, Edenderry",,Offaly,"€165,969.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/09/2018,"APT 24 TENTERFIELDS, BROWN STREET, DUBLIN 8",,Dublin,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/12/2012,"1 Biggar Road, Walkinstown, Dublin 12",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/4/2019,"MULLACREW, LOUTH, DUNDALK",,Louth,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2020,"85 Longview Avenue, Millers Glen, Swords",,Dublin,"€308,370.00",No,Yes,New Dwelling house /Apartment,
8/5/2015,"3 KILFENORA RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/6/2019,"43 HILLCREST DR, LUCAN, DUBLIN",,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/2/2020,"5 DUNSOGHLY WAY, RATHOATH ROAD, FINGLAS",Dublin 11,Dublin,"€295,154.00",No,Yes,New Dwelling house /Apartment,
5/12/2019,"38 THE DALES, MOYLOUGH, BALLINASLOE",,Galway,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2019,"SILVERWELL HOUSE, BRICKHILL WEST, CRATLOE",,Clare,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2012,"Ballycorrick, Ballynacally",,Clare,"€317,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2013,"41 Bewley Street, New Ross",,Wexford,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2010,"Back of the Hill, Ardagh",,Longford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/9/2016,"CREIGHAN, CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2016,"164 ROBERTS HILL, CIRCULAR RD, KILKENNY",,Kilkenny,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2017,"12 PRINT HOUSE, MARKET YARD, SLIGO",,Sligo,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"115 SPERRIN RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€264,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2020,"80 AYLMER PARK, MONREAD ROAD, NAAS",,Kildare,"€447,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"21 Hampton Wood Lawn, Finglas",Dublin 11,Dublin,"€144,493.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/10/2017,"BUNAGHARA, LISTOWEL, KERRY",,Kerry,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2018,"15 Dunville Lawn, Athlumney, Navan",,Meath,"€246,696.00",No,Yes,New Dwelling house /Apartment,
3/11/2017,"APT 110, ROCKVIEW, BLACKGLEN RD DUBLIN 18",Dublin 18,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2018,"77 Belmayne Avenue, Parkside, Malahide Road",Dublin 13,Dublin,"€330,396.47",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
20/01/2016,"GARRYGLOSS, DRINAGH, DUNMANWAY",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/12/2021,"BELLEVUE, COOLBAWN, NENAGH",,Tipperary,"€402,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"2 wgite Pines Drive, White Pines, Stocking Avenue",Dublin 16,Dublin,"€440,484.00",No,Yes,New Dwelling house /Apartment,
6/4/2017,"2 MAPLE HALL, MOUNT SAINT ANNES, MILLTOWN",,Dublin,"€396,475.77",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
6/10/2016,"3 COIS EALA, GROVE RD, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/5/2017,"45 Seachnall Abbey, Dunshaughlin, County Meath",,Meath,"€506,608.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
23/04/2019,"91 CAPWELL RD, CORK",,Cork,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"CLOONKEEN, DUNMORE, GALWAY",,Galway,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2017,"8 RAVENSWOOD AVE, CLONEE, DUBLIN 15",Dublin 15,Dublin,"€233,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2018,"RATHJORDAN, HERBERTSTOWN, COUNTY LIMERICK",,Limerick,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2021,"FRIARSTOWN LOWER, BOHERNABREENA, TALLAGHT",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2015,"50 ST JOHNS CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"13 SALMON WEIR, ANNACOTTY, LIMERICK",,Limerick,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2016,"FARRANAFINA, PALLASGREEN, CO LIMERICK",,Limerick,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/2/2015,"1 THOMOND COURT, BALLYMAHON, LONGFORD",,Longford,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/7/2017,"180 KINCORA RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/6/2017,"26 LEIGHLIN ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"23 THE SQUARE, HIGHFIELD PARK, BALLINCOLLIG",,Cork,"€20,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/03/2011,"5 Mourne Road, Drimnagh, Dublin",Dublin 13,Dublin,"€23,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/11/2020,"104 BEECHWOOD PARK, CARLOW",,Carlow,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/12/2019,"15 WICKLOW TERRACE, SEA RD, ARKLOW",,Wicklow,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"APT 71 JAMES HAROLD BLOCK, WEST PARK, CITY WEST",,Dublin,"€246,428.57",No,No,Second-Hand Dwelling house /Apartment,
13/07/2018,"42 HILLVIEW, RATHMULLEN, DROGHEDA",,Louth,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"BELMOUNT UPPER, CROOKSTOWN, CORK",,Cork,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2018,"3 CLUAIN ABHAINN, MOYHASTIN, BALLINROBE ROAD",,Mayo,"€440,000.00",No,Yes,New Dwelling house /Apartment,
16/11/2016,"15 ST BRIGIDS ROAD, EDENDERRY, CO OFFALY",,Offaly,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2019,"14 OLD KILLARNEY, AGHADOE, KILLARNEY",,Kerry,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2018,"24  Abbeybrook View, Kilbeggan",,Westmeath,"€110,132.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
29/07/2021,"APT 20, RIVERWALK, CASTLEREA",,Roscommon,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2019,"24 PALMYRA PARK, GALWAY, GALWAY",,Galway,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2019,"23 INVER PARK, CARRICKMACROSS, MONAGHAN",,Monaghan,"€210,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
9/4/2014,"188 Briarwood Avenue, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2010,"80 St Patricks Road, Walkinstown, Dublin 12",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2014,"4 THE ORCHARD, CHAPEL ST, BANDON",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2017,"6 Apts New Bancroft Centre, Tallaght, Dublin 24",Dublin 24,Dublin,"€951,541.85",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/11/2018,"FESTINA LENTE, BALLYBAWN LOWER, KILMACANOGUE",,Wicklow,"€635,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2020,"AGHATESKIN, BROOMFIELD, CASTLEBLAYNEY",,Monaghan,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2015,"Astwood Lodge, 4 Beechwood Drive, Boreenmanna Road",,Cork,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/10/2018,"61 OAKHILL, CORK HILL, YOUGHAL",,Cork,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2021,"12 COIS CUAIN, MOSESTOWN, WHITEGATE",,Cork,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2021,"8 BRUACH NA SIONNA, O BRIENSBRIDGE, CLARE",,Clare,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2016,"ARDAGAWNA, DRUM, ATHLONE",,Roscommon,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/6/2016,"11 COOLAMBER COURT, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,"€230,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"7  Rosedale, Millfarm, Dunboyne",,Meath,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2016,"GLENGOAGH, KNOCKANROE, TALLOW",,Waterford,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
6/8/2010,"Greaghlough School, Mullagh",,Cavan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2020,"FEAMORE, KILTOOM, ROSCOMMON",,Roscommon,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2010,"Windy Lodge, 3 Tinna Park Lodge, Kilpedder",,Wicklow,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2013,"kill, dunfanaghy",,Donegal,"€197,835.44",No,No,Second-Hand Dwelling house /Apartment,
7/9/2020,"1 KIRBY APARTMENTS, CHURCH AVENUE, MULLINGAR",,Westmeath,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2014,"125 Ard Aulin, Mungret",,Limerick,"€91,790.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/12/2014,"1 SORRELL HALL, TICKKNOCK HILL, SANDYFORD",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2020,"1 Willouise, Sallins, Co. Kildare",,Kildare,"€317,180.00",No,Yes,New Dwelling house /Apartment,
18/04/2019,"31 ARDMORE, CARNEW ROAD, GOREY",,Wexford,"€213,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2014,"RUBBLE, KILLASSER, SWINFORD",,Mayo,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2013,"2 Grove Court, Grove Street, Mullingar",,Westmeath,"€45,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2011,"209 Marian Villas, Donegal Town",,Donegal,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2017,"7 THE DUPLEX DEVON SHIRE, KILBROGAN HILL, BANDON",,Cork,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/12/2017,"Apartment 11 Loftus Hall, Hazelbrook Square, Whitehall Road",,Dublin,"€295,154.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/12/2012,"4 Cedar Avenue, The Cedars, Ridgewood",,Dublin,"€293,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2/11/2020,"127 THE SYCAMORES, FRESHFORD RD, KILKENNY",,Kilkenny,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2013,"2 West Demense, Baltinglass",,Wicklow,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2010,"11 Priory Lawn, Ballybeg, Waterford",,Waterford,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2011,"12 Berry's Close, Spa Road, Inchicore",,Dublin,"€117,909.10",Yes,No,Second-Hand Dwelling house /Apartment,
18/10/2012,"Cummer, Tuam",,Galway,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/4/2013,"Glenade, o'Connell Avenue",,Limerick,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/2/2014,"70 The Woods, Glounthaune",,Cork,"€224,670.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/5/2016,"8 LEESON ST UPPER, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2020,"21 Dun Gaoithe Heights, Aikens Village, Village Road",Dublin 18,Dublin,"€431,277.54",No,Yes,New Dwelling house /Apartment,
16/01/2020,"29 PRIORY WAY, ST RAPHAELS MANOR, CELBRIDGE",,Kildare,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2010,"96A Trees Road Upper, Mount Merrion",,Dublin,"€624,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2021,"66 BEECHWOOD AVE UPPER, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€1,375,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/10/2018,"B6 KINGSCOURT, MANOR WEST, TRALEE",,Kerry,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"LACROUGH HOUSE, BOHER, PALLESGREEN",,Limerick,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2014,"17 THE GREEN, PHEASANT RUN, CLONEE",,Dublin,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2016,"95 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM DUBLIN 16",Dublin 16,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2020,"311 OLD YOUGHAL RD, MAYFIELD, CORK",,Cork,"€234,700.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"RINARD, THE MANSE NORTHGATE ST, ATHONE",,Westmeath,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2020,"ERRITT, CERROBEHY, CASTLEREA",,Roscommon,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2012,"Apartment 10, Block E, Smithfield Market",,Dublin,"€217,690.79",Yes,No,Second-Hand Dwelling house /Apartment,
21/11/2016,"79 BLACKLION MANOR, GREYSTONES, WICKLOW",,Wicklow,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/3/2013,"Glenrevagh, Corrandulla, Co. Galway",,Galway,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2010,"4 Luachra Road, Clieveragh, Listowel",,Kerry,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2011,"5 Marian Terrace, Slane",,Meath,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2018,"39 Finlay Park, Old Curragh Road, Nass",,Kildare,"€352,422.91",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
8/11/2018,"CARRICKAFODAM, CARNDONAGH, DONEGAL",,Donegal,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2017,"5 CHESTNUT GROVE, TULLINADALY RD, TUAM",,Galway,"€65,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/07/2021,"33 RATHBOURNE AVE, DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2017,"114 GLENDALE MEADOWS, LEIXLIP, KILDARE",,Kildare,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2013,"Apartments 1 & 2, Butlers Medical Hall  Abbey Street, Wicklow",,Wicklow,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"24 ST JAMESS COURT, ENNIS RD, LIMERICK",,Limerick,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2017,"2 BRODEENCOTTAGE, CASHEL RD, TIPPERARY TOWN",,Tipperary,"€43,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"23 CAPPAGH DR, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/6/2014,"78 CALLENDERS MILL, CELBRIDGE, KILDARE",,Kildare,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/10/2020,"41 WOODLAWN PARK AVE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,"€389,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2013,"BENVOY, ANNESTOWN",,Waterford,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/10/2017,"20 The Cairns, Crossakiel, KELLS",,Meath,"€132,159.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/7/2018,"5 THE DALE, RIVERBANK, RATHMULLEN RD",,Louth,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
