Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd
"259 Ard Uisce, Whiterock Hill, Wexford",,Wexford,207048.45,Yes,Yes,New Dwelling house /Apartment,,5,2,2019,2019-02-05
"3 Aulden Grange, Santry, Dublin 9",Dublin 17,Dublin,269500.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2014,2014-07-31
"MOUNT DELVIN, CLOONFAD, COUNTY ROSCOMMON",,Roscommon,15000.0,No,No,Second-Hand Dwelling house /Apartment,,15,6,2021,2021-06-15
"69 frotlawn avenue, blanchardstown",Dublin 15,Dublin,78000.0,No,No,Second-Hand Dwelling house /Apartment,,17,7,2013,2013-07-17
"AUGHAWARD, FOXFORD, MAYO",,Mayo,170000.0,No,No,Second-Hand Dwelling house /Apartment,,11,4,2018,2018-04-11
"5 Somerton Avenue, Newcastle Road, Lucan",,Dublin,330396.47,No,Yes,New Dwelling house /Apartment,,6,9,2019,2019-09-06
"APT 13 DOWNSHIRE PLACE, EDENDERRY, CO OFFALY",,Offaly,44053.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2016,2016-12-08
"7 Rookery Woods, Ballycasheen, Killarney",,Kerry,366696.0,No,Yes,New Dwelling house /Apartment,,21,10,2020,2020-10-21
"100 CLONARD RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,127500.0,No,No,Second-Hand Dwelling house /Apartment,,15,5,2014,2014-05-15
"11 st josephs parade, dublin 7",,Dublin,110000.0,No,No,Second-Hand Dwelling house /Apartment,,19,9,2013,2013-09-19
"50 Knights Grange, Lacken Road, Kilbarry",,Waterford,185022.02,Yes,Yes,New Dwelling house /Apartment,,21,10,2020,2020-10-21
"Ballincur, Mooncoin, Co. Kilkenny",,Kilkenny,82000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2013,2013-10-21
"10 THE GROVE, MELROSE PARK, KINSEALY",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,18,10,2017,2017-10-18
"6 Garden House Apartments, Ardnanagh, Roscommon",,Roscommon,37500.0,No,No,Second-Hand Dwelling house /Apartment,,26,7,2012,2012-07-26
"APT72, 25 WOLFE TONE ST, DUBLIN 1",Dublin 1,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,22,11,2021,2021-11-22
"34 Laverna Dale, Castleknock, Dublin",,Dublin,343613.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,12,2011,2011-12-12
"19 COULTRY AVE, BALLYMUN, DUBLIN 9",Dublin 9,Dublin,231000.0,No,No,Second-Hand Dwelling house /Apartment,,12,5,2017,2017-05-12
"25 ST JOHNS CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,,1,7,2019,2019-07-01
"14 Somerton copse, Newcastle Road, Lucan",,Dublin,317180.0,No,Yes,New Dwelling house /Apartment,,24,1,2019,2019-01-24
"51 ARCONAGH, NAAS, KILDARE",,Kildare,325000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2019,2019-02-15
"22 Glaslinn, Donabate, Dublin",,Dublin,348017.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,9,2018,2018-09-20
"194 The Glen, Kilnacourt Wood, Portarlington",,Laois,74977.97,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,19,9,2014,2014-09-19
"MCGLYNN HOUSE, MAIN STREET, ROUNDSTONE",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,16,9,2015,2015-09-16
"APT 7, PALLISER HOUSE, ROYAL PARADE",,Clare,60000.0,No,No,Second-Hand Dwelling house /Apartment,,31,12,2014,2014-12-31
"62 LAKELANDS CLOSE, STILLORGAN, DUBLIN",,Dublin,595000.0,No,No,Second-Hand Dwelling house /Apartment,,11,8,2017,2017-08-11
"8 THE ELMS, LYNN ROAD, MULLINGAR",,Westmeath,44636.36,No,No,Second-Hand Dwelling house /Apartment,,21,12,2015,2015-12-21
"APT 1, LUCAS TAKE AWAY, BRIDGE ST",,Galway,50000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2016,2016-09-20
"CUR, MAAM VALLEY, COUNTY GALWAY",,Galway,70000.0,No,No,Second-Hand Dwelling house /Apartment,,22,1,2019,2019-01-22
"CORRYMEELA, MILLBROOK RD, OLDCASTLE",,Meath,287000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2021,2021-07-30
"9 MONEEN COURT, ROSCREA, TIPPERARY",,Tipperary,107500.0,No,No,Second-Hand Dwelling house /Apartment,,8,7,2019,2019-07-08
"COOKSTOWN LANE, BATTERSTOWN, MEATH",,Meath,900000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2018,2018-10-19
"9 Annagh Dun, Inagh, Ennis",,Clare,160000.0,No,No,Second-Hand Dwelling house /Apartment,,7,12,2010,2010-12-07
"98 MONIVEA PARK, BALLYBANE",,Galway,145000.0,No,No,Second-Hand Dwelling house /Apartment,,12,12,2014,2014-12-12
"Dartfield, Loughrea",,Galway,100000.0,No,No,Second-Hand Dwelling house /Apartment,,6,12,2011,2011-12-06
"63A HAWTHORN PLACE, CLYBAUN RD, GALWAY",,Galway,335000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2019,2019-12-20
"1A THE OAK, THE AVENUE, COUNTESS RD",,Kerry,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2,8,2018,2018-08-02
"35 ST PATRICKS RD, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,313000.0,No,No,Second-Hand Dwelling house /Apartment,,6,9,2016,2016-09-06
"18 PRIORY GROVE, SI SILLORGAN, DUBLIN",,Dublin,710000.0,No,No,Second-Hand Dwelling house /Apartment,,9,9,2016,2016-09-09
"6 ST ANNES RD, GURRANABRAHER, CORK CITY",,Cork,177000.0,No,No,Second-Hand Dwelling house /Apartment,,20,8,2021,2021-08-20
"23 OLYMPIA COURT, PARNELL ST, WATERFORD",,Waterford,45916.74,No,No,Second-Hand Dwelling house /Apartment,,5,12,2016,2016-12-05
"3 ROSSLYN GROVE, KILLARNEY RD, BRAY",,Wicklow,330000.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2014,2014-11-25
"24 TOWNVIEW HEIGHTS, BALLYBOFEY, DONEGAL",,Donegal,127500.0,No,No,Second-Hand Dwelling house /Apartment,,21,3,2017,2017-03-21
"SHARAVOGUE, 5 CORRBRIDGE TCE CLAREMONT RD, HOWTH",Dublin 13,Dublin,1025000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2017,2017-09-20
"3 Beach Park, Portmarnock, Co Dublin",,Dublin,485000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2013,2013-11-08
"PRESCOTT COILL, BALLINRUANE, KILMEEDY",,Limerick,370000.0,No,No,Second-Hand Dwelling house /Apartment,,31,10,2014,2014-10-31
"9 ABBEYBROOK GARDENS, KILBEGGAN, MULLINGAR",,Meath,190000.0,Yes,No,Second-Hand Dwelling house /Apartment,,5,3,2019,2019-03-05
"102 COIS NA HABHAINN, TUAM, GALWAY",,Galway,140000.0,No,No,Second-Hand Dwelling house /Apartment,,12,8,2019,2019-08-12
"APT 4, 13 PHIBSBORO, PHIBSBORO DUBLIN 7",Dublin 7,Dublin,242917.0,No,No,Second-Hand Dwelling house /Apartment,,8,4,2016,2016-04-08
"40 SEVEN OAKS, SARSFIELD RD, DUBLIN 10",Dublin 10,Dublin,71984.78,Yes,No,Second-Hand Dwelling house /Apartment,,6,12,2017,2017-12-06
"Apartment 23, Hollybrook Mews, Hollybrook Park  Clontarf",Dublin 3,Dublin,190000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,12,2014,2014-12-05
"57 Fairfield, Dunshaughlin",,Meath,307488.98,No,Yes,New Dwelling house /Apartment,,28,2,2020,2020-02-28
"7 Emmet Place, Limerick",,Limerick,57000.0,Yes,No,Second-Hand Dwelling house /Apartment,,20,7,2012,2012-07-20
"20 Ard an Bhaile, Townheights, Buttevant",,Cork,74889.87,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,6,2011,2011-06-14
"Colman Cross, Fethard",,Tipperary,272500.0,No,No,Second-Hand Dwelling house /Apartment,,26,3,2010,2010-03-26
"253 BEECHDALE, DUNBOYNE, MEATH",,Meath,290000.0,No,No,Second-Hand Dwelling house /Apartment,,26,9,2016,2016-09-26
"811 LADYCASTLE, THE K CLUB, STRAFFAN",,Kildare,290000.0,No,No,Second-Hand Dwelling house /Apartment,,10,11,2021,2021-11-10
"122 BALLINFOYLE PARK, HEADFORD RD, GALWAY",,Galway,140000.0,No,No,Second-Hand Dwelling house /Apartment,,12,1,2017,2017-01-12
"137 Glanntan, Golf Links Road, Castletroy",,Limerick,195000.0,No,No,Second-Hand Dwelling house /Apartment,,29,11,2010,2010-11-29
"21 CASTLEVIEW LAWNS, SWORDS, DUBLIN",,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,,8,9,2017,2017-09-08
"9 RIVERDALE, WESTBURY CORBALLY, LIMERICK",,Clare,145000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2016,2016-12-20
"9 MOUNT ARGUS TERRACE, HAROLDS CROSS, DUBLIN 6W",,Dublin,440000.0,No,No,Second-Hand Dwelling house /Apartment,,13,9,2019,2019-09-13
"19 BURGAGE GREEN, NEWCASTLE LYONS, NEWCASTLE",Dublin 22,Dublin,236000.0,No,No,Second-Hand Dwelling house /Apartment,,28,5,2021,2021-05-28
"4 ODALY RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,,24,8,2021,2021-08-24
"MAYNE RD, LYNNS ANNAGASSAN, LOUTH",,Louth,360000.0,No,No,Second-Hand Dwelling house /Apartment,,5,1,2018,2018-01-05
"TAWNAGH EAST, KINVARA, CO GALWAY",,Galway,160500.0,No,No,Second-Hand Dwelling house /Apartment,,10,7,2015,2015-07-10
"32 THE TERRACE, ROBSWALL, MALAHIDE",,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,,2,9,2021,2021-09-02
"THE OLD BAKE HOUSE, BRUFF, LIMERICK",,Limerick,110000.0,No,No,Second-Hand Dwelling house /Apartment,,1,2,2021,2021-02-01
"BLOCK 7 APT 22, RIVERWALK, INNER RING RD",,Waterford,68000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2017,2017-12-14
"31 ROSARY PLACE, MIDLETON, CORK",,Cork,165000.0,No,No,Second-Hand Dwelling house /Apartment,,20,7,2016,2016-07-20
"GORSELAND, COYNES CROSS, ASHFORD",,Wicklow,1190000.0,No,No,Second-Hand Dwelling house /Apartment,,16,3,2021,2021-03-16
"24 CRESCENT DR, HILLVIEW, WATERFORD",,Waterford,180000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2021,2021-02-15
"3 DORSET LANE, DUBLIN 1",,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,,11,5,2021,2021-05-11
"glenlara, 9 wilton gardens, wilton",,Cork,373000.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2015,2015-12-23
"END COTTAGE, BARRACK ST, BALLYMORE EUSTACE",,Kildare,265000.0,No,No,Second-Hand Dwelling house /Apartment,,23,3,2018,2018-03-23
"26 FORTFIELD GROVE, TERENURE, DUBLIN 6W",,Dublin,1115000.0,No,No,Second-Hand Dwelling house /Apartment,,6,2,2020,2020-02-06
"34 WINDMILL AVE, CRUMLIN DUBLIN 12, DUBLIN",Dublin 12,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,,27,8,2020,2020-08-27
"Magheraboy & Toberslane, Carrigans",,Donegal,150000.0,No,No,Second-Hand Dwelling house /Apartment,,24,6,2013,2013-06-24
"5 LINDEN, 31-33 MERRION ROAD, BALLSBRIDGE",,Dublin,620000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2015,2015-10-16
"59 BALLYFERMOT DR, BALLYFERNOT, DUBLIN 10",Dublin 10,Dublin,178941.19,Yes,No,Second-Hand Dwelling house /Apartment,,22,10,2020,2020-10-22
"17 WHITEGABLES, SWORDS ROAD, MALAHIDE",,Dublin,643171.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,10,2017,2017-10-24
"HILLCREST, KNOCKAHONE, BARNTOWN",,Wexford,470000.0,No,No,Second-Hand Dwelling house /Apartment,,26,3,2019,2019-03-26
"17 PARK WAY, GRANGE RATH, DROGHEDA",,Meath,245000.0,No,No,Second-Hand Dwelling house /Apartment,,20,11,2017,2017-11-20
"11 Cill O Seighin, Kilmaine Road, Ballinrobe",,Mayo,52000.0,No,No,Second-Hand Dwelling house /Apartment,,29,8,2014,2014-08-29
"203A SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",Dublin 8,Dublin,205000.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2,6,2016,2016-06-02
"1 Whitethorn Court, Whitethorn Village, Naas",,Kildare,325990.0,No,Yes,New Dwelling house /Apartment,,5,10,2021,2021-10-05
"24 DRYNAM SQ, DRYNAM HALL, KINSEALY",,Dublin,145000.0,Yes,No,Second-Hand Dwelling house /Apartment,,19,5,2015,2015-05-19
"119 An Leargan, Ballymoneen Road, Knocknacarra",,Galway,244004.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,8,2010,2010-08-13
"37 PARKVIEW, CHURCH HILL, PASSAGE WEST",,Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,,12,12,2014,2014-12-12
"152 TRADAREE COURT, SHANNON, CLARE",,Clare,60000.0,No,No,Second-Hand Dwelling house /Apartment,,14,3,2014,2014-03-14
"45 GROVE COURT, GROVE RD, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,,21,7,2017,2017-07-21
"GORETTI, 29 BROOKVILLE PARK, BLACKROCK",,Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,,1,12,2017,2017-12-01
"25 Avalon, Arklow",,Wicklow,187500.0,No,No,Second-Hand Dwelling house /Apartment,,27,9,2013,2013-09-27
"49 CLUAIN ARD, SEA RD, ARKLOW",,Wicklow,170000.0,No,No,Second-Hand Dwelling house /Apartment,,17,12,2015,2015-12-17
"3 Beresford Avenue, Griffith Avenue, Drumcondra",Dublin 9,Dublin,632500.0,No,No,Second-Hand Dwelling house /Apartment,,4,9,2012,2012-09-04
"10 AN GHRAIG, INCH, KERRY",,Kerry,177500.0,No,No,Second-Hand Dwelling house /Apartment,,28,5,2018,2018-05-28
"244 Templogue Road, Dublin 6W",Dublin 6w,Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2014,2014-11-27
"THE OLD FARMHOUSE, AUGHAVILLE, BANTRY",,Cork,51500.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2016,2016-02-15
"7 Coppinger Walk, Blackrock, County Dublin",,Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,,21,9,2010,2010-09-21
"6 WELLINGTON ST, WATERFORD",,Waterford,117000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2020,2020-11-27
"ANNABROOK, NENAGH, TIPPERARY",,Tipperary,280000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2020,2020-12-04
"7 Cruise Park Avenue, Cruise Park",,Dublin,32826.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,1,2013,2013-01-15
"26 MEADOWLANDS EST, TRALEE, KERRY",,Kerry,150000.0,No,No,Second-Hand Dwelling house /Apartment,,1,8,2019,2019-08-01
"18 ADMIRAL PARK, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,545000.0,No,No,Second-Hand Dwelling house /Apartment,,7,10,2021,2021-10-07
"11 ARDMEEN PARK, BLACKROCK, DUBLIN",,Dublin,570000.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2013,2013-12-23
"DUNROSS, CULDAFF, DONEGAL",,Donegal,175000.0,No,No,Second-Hand Dwelling house /Apartment,,18,10,2021,2021-10-18
"12 MACINTOSH PARK, DUN LAOGHAIRE, DUBLIN",,Dublin,412000.0,No,No,Second-Hand Dwelling house /Apartment,,13,5,2019,2019-05-13
"3 CRE NA MARA, KNOCKENRAHAN, ARKLOW",,Wicklow,201000.0,No,No,Second-Hand Dwelling house /Apartment,,21,8,2015,2015-08-21
"22 RATH GLAS, REHINS FORT, BALLINA",,Mayo,126000.0,No,No,Second-Hand Dwelling house /Apartment,,19,6,2019,2019-06-19
"56 PECKS LANE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2016,2016-03-29
"10 Rockgrove, Midleton",,Cork,267500.0,No,No,Second-Hand Dwelling house /Apartment,,6,9,2012,2012-09-06
"24 Weavers Wood, Clonsilla",Dublin 15,Dublin,240000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,7,2018,2018-07-23
"82 GLENDALE, LEIXLIP, CO KILDARE",,Kildare,410000.0,No,No,Second-Hand Dwelling house /Apartment,,14,10,2021,2021-10-14
"APARTMENT AT REGANS LICENSED PREMIS, THE SQUARE, ROSCOMMON",,Roscommon,100000.0,No,No,Second-Hand Dwelling house /Apartment,,15,6,2016,2016-06-15
"ANTOGHER RD, ROSCOMMON, ROSCOMMON",,Roscommon,161000.0,No,No,Second-Hand Dwelling house /Apartment,,1,4,2014,2014-04-01
"CROAHNE HOUSE, KILLENAULE, TIPPERARY",,Tipperary,260000.0,No,No,Second-Hand Dwelling house /Apartment,,15,9,2015,2015-09-15
"KILLONERRY HOUSE, KILLONERRY, CARRICK ON SUIR",,Kilkenny,550000.0,No,No,Second-Hand Dwelling house /Apartment,,14,1,2020,2020-01-14
"53 BROOKVILLE, HUNTERS LANE, ASHBOURNE",,Meath,243000.0,No,No,Second-Hand Dwelling house /Apartment,,29,11,2013,2013-11-29
"17 LEIN ROAD, ARTANE, DUBLIN 5",Dublin 5,Dublin,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,,28,5,2012,2012-05-28
"165 GLASAREE RD, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,156494.0,No,No,Second-Hand Dwelling house /Apartment,,1,6,2017,2017-06-01
"35 EISLIRSUMMER RD, ARDEN, TULLAMOE",,Offaly,112000.0,No,No,Second-Hand Dwelling house /Apartment,,22,7,2015,2015-07-22
"LARK RISE COTTAGE, 18 NEWPARK, PORTLAOISE",,Laois,217000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2019,2019-03-29
"41 The Drive, Barnhall Meadows, Leixlip",,Kildare,348017.62,No,Yes,New Dwelling house /Apartment,,17,9,2020,2020-09-17
"14 SWANWARD COURT, PARNELL RD, HAROLDS CROSS",Dublin 12,Dublin,415000.0,No,No,Second-Hand Dwelling house /Apartment,,6,7,2017,2017-07-06
"KILBRIDE HOUSE, KILBRIDE, PORTARLINGTON",,Laois,625000.0,No,No,Second-Hand Dwelling house /Apartment,,27,1,2020,2020-01-27
"4 Dun Na Sead, Upper Road, Crosshaven",,Cork,350000.0,No,No,Second-Hand Dwelling house /Apartment,,16,11,2012,2012-11-16
"28 CHARLESLAND COURT, GREYSTONES, WICKLOW",,Wicklow,18000.0,Yes,No,Second-Hand Dwelling house /Apartment,,29,1,2016,2016-01-29
"4 HANLONS LANE, MALAHIDE, DUBLIN",,Dublin,1640000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2020,2020-10-22
"Unit 51  Block C Waterways, Rathborne, Ashtown",Dublin 15,Dublin,109808.96,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,2,2015,2015-02-04
"Mullagh, Dromahair",,Leitrim,110000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,5,6,2014,2014-06-05
"15 MOYGLAS, CRUSHEEN, ENNIS",,Clare,184000.0,No,No,Second-Hand Dwelling house /Apartment,,10,7,2020,2020-07-10
"BREENY BEG, KEALKILL, BANTRY",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,,30,9,2016,2016-09-30
"APT 162 MAIN ST BEAUPARK, CLONGRIFFIN DUBLIN 13, DUBLIN",Dublin 13,Dublin,236000.0,No,No,Second-Hand Dwelling house /Apartment,,5,10,2020,2020-10-05
"BALLYWALTER, CALLAN, CO KILKENNY",,Kilkenny,110000.0,No,No,Second-Hand Dwelling house /Apartment,,24,10,2019,2019-10-24
"THE BUNGALOW, THE QUAY, THOMASTOWN",,Kilkenny,170000.0,No,No,Second-Hand Dwelling house /Apartment,,23,4,2021,2021-04-23
"22/23 ST MARYS STREET, DUNGARVAN, CO WATERFORD",,Waterford,41666.66,No,No,Second-Hand Dwelling house /Apartment,,14,10,2016,2016-10-14
"FORTLAND, EASKEY, CO SLIGO",,Sligo,130000.0,No,No,Second-Hand Dwelling house /Apartment,,6,8,2018,2018-08-06
"36 FARMHILL RD, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,620000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2015,2015-07-30
"14 FERNLEIGH DALE, DISWELLSTOWN RD, DUBLIN 15",Dublin 15,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,22,1,2016,2016-01-22
"20 TULLYHALL GREEN, LUCAN, DUBLIN",,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,,6,5,2020,2020-05-06
"APT 1, NEW LANE VIEW, ABBEYLANDS",,Meath,175000.0,No,No,Second-Hand Dwelling house /Apartment,,11,9,2020,2020-09-11
"Middle Dore, Letterkenny",,Donegal,110000.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2011,2011-03-30
"19 Segrave Square, Killegland, Ashbourne",,Meath,105000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27,4,2012,2012-04-27
"20 AYRFIELD DRIVE, AYRFIELD, DUBLIN 13",,Dublin,285500.0,No,No,Second-Hand Dwelling house /Apartment,,5,6,2014,2014-06-05
"43 PARKVIEW, DONARD, OFF BLACKHORSE AVE DUBLIN 7",Dublin 7,Dublin,282000.0,No,No,Second-Hand Dwelling house /Apartment,,22,4,2015,2015-04-22
"KILRONAN, INIS MOR, ARAN ISLANDS",,Galway,102500.0,No,No,Second-Hand Dwelling house /Apartment,,23,11,2016,2016-11-23
"136 Courtown Park, Kilcock",,Kildare,330000.0,No,No,Second-Hand Dwelling house /Apartment,,30,12,2013,2013-12-30
"29 BRACKEN HILL, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,204500.0,No,No,Second-Hand Dwelling house /Apartment,,23,7,2015,2015-07-23
"186 WHITETHORN GARDENS, PALMERSTOWN, DUBLIN 20",Dublin 22,Dublin,301000.0,No,No,Second-Hand Dwelling house /Apartment,,12,12,2017,2017-12-12
"17 MERCHANTS RD, GALWAY, GALWAY",,Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,,18,4,2018,2018-04-18
"17 PATRICK ST, DUNDALK, LOUTH",,Louth,135000.0,No,No,Second-Hand Dwelling house /Apartment,,19,7,2019,2019-07-19
"VALLEYVIEW, BALLYMORRIS, AUGHRIM",,Wicklow,255000.0,No,No,Second-Hand Dwelling house /Apartment,,13,8,2014,2014-08-13
"DRUMPHEA, GARRYHILL, BAGENALSTOWN",,Carlow,80000.0,No,No,Second-Hand Dwelling house /Apartment,,23,11,2016,2016-11-23
"10 Monastery Mews, Blarney Street",,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,,23,7,2012,2012-07-23
"COOLAGH, KILMEAGUE, CO KILDARE",,Kildare,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2,10,2019,2019-10-02
"Apartment 122, East Courtyard, Tullyvale",Dublin 18,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,,28,9,2018,2018-09-28
"28 The Glade, Old Grange Wood, Monasterevin",,Kildare,216000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,7,2018,2018-07-24
"8 FATIMA DR, DUNDALK, LOUTH",,Louth,70000.0,No,No,Second-Hand Dwelling house /Apartment,,26,11,2018,2018-11-26
"11 Gowrie Park, Glenageary",,Dublin,407500.0,No,No,Second-Hand Dwelling house /Apartment,,14,2,2013,2013-02-14
"LAKEHOUSE 2, ROSHIN, DUNFANAGHY",,Donegal,385000.0,No,No,Second-Hand Dwelling house /Apartment,,16,7,2020,2020-07-16
"27 THE SYCAMORES, FRESHFORD RD, KILKENNY",,Kilkenny,272000.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2016,2016-11-11
"31 DEERPARK AVE, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,111000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2014,2014-09-25
"33 Hunters Hill, Gorey",,Wexford,255000.0,No,Yes,New Dwelling house /Apartment,,18,12,2019,2019-12-18
"4 EISCIR ST, EISCIR MEADOWS, TULLAMORE",,Offaly,107000.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2014,2014-12-19
"Marita, Tullydonnell, Convoy",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,1,10,2013,2013-10-01
"2 WILLOWMERE, ROCHESTOWN, CORK",,Cork,385000.0,No,No,Second-Hand Dwelling house /Apartment,,11,7,2014,2014-07-11
"RINDOON PARK, COOSAN, ATHLONE",,Westmeath,127000.0,No,No,Second-Hand Dwelling house /Apartment,,2,8,2018,2018-08-02
"109 CAPTAINS ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2014,2014-07-31
"CANBRAUK KILLEENEENMORE, CRAUGHWELL, GALWAY",,Galway,372000.0,No,No,Second-Hand Dwelling house /Apartment,,11,7,2017,2017-07-11
"7 St Mary's Street, Edenderry",,Offaly,80000.0,No,No,Second-Hand Dwelling house /Apartment,,7,1,2013,2013-01-07
"3 COIRCEOG, FIDDOWN, KILKENNY",,Kilkenny,120000.0,No,No,Second-Hand Dwelling house /Apartment,,8,6,2015,2015-06-08
"3 ASHBROOK CLOSE, MOUNTBELLEW, GALWAY",,Galway,170000.0,No,No,Second-Hand Dwelling house /Apartment,,5,11,2015,2015-11-05
"15 SHANNON GROVE, HARTLEY, CARRICK ON SHANNON",,Leitrim,55000.0,No,No,Second-Hand Dwelling house /Apartment,,8,10,2014,2014-10-08
"LONGORCHARD, TEMPLETOUHY, COUNTY TIPPERARY",,Tipperary,91000.0,No,No,Second-Hand Dwelling house /Apartment,,26,9,2019,2019-09-26
"22 Myra Manor, Kinsealy, Co. Dublin",,Dublin,900000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2013,2013-12-20
"34 MONASTERY AVE, MONASTERY HILL, BLARNEY ST",,Cork,265000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2019,2019-02-18
"3 TIVOLI HEIGHTS, SILVERSPRINGS, CLONMEL",,Tipperary,20000.0,Yes,No,Second-Hand Dwelling house /Apartment,,3,10,2017,2017-10-03
"12 ABBEY COURT, SALLINS RD, NAAS",,Kildare,200000.0,No,No,Second-Hand Dwelling house /Apartment,,26,3,2018,2018-03-26
"APT 20 COPLEY COURT, COPLEY STREET, CO. CORK",,Cork,130000.0,No,No,Second-Hand Dwelling house /Apartment,,30,9,2014,2014-09-30
