Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd
"'ONEHUNDRED ACRES', CAHERCONLISH",,Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2,4,2012,2012-04-02
"MAIN STREET, RATHOWEN, MULLINGAR",,Westmeath,80000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2020,2020-12-22
"28 Riverview Estate, Tower, Blarney",,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,,10,7,2012,2012-07-10
"A6 Harveys Dock, Youghal",,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,,8,9,2012,2012-09-08
"3 Cois Breaclaigh, Derrymoney, Bawnboy",,Cavan,80000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,5,2015,2015-05-11
"HILLSIDE COTTAGE, BALLYKNOCKAN, THE BALLAGH ENNISCORTHY",,Wexford,80000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2019,2019-09-25
"Loughcurra South, Kinvara",,Galway,80000.0,No,No,Second-Hand Dwelling house /Apartment,,7,6,2011,2011-06-07
"PARKANNESLEY, BALLYGARRET, COUNTY WEXFORD",,Wexford,80000.0,No,No,Second-Hand Dwelling house /Apartment,,3,8,2012,2012-08-03
"26 Beachside Drive, Riverchapel, Gorey",,Wexford,80000.0,No,No,Second-Hand Dwelling house /Apartment,,12,9,2012,2012-09-12
"1 STONECOURT APT, MARKET SQ, ROSCOMMON",,Roscommon,80000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2018,2018-10-22
"33 ORCHARD HEIGHTS, RATHGOGGIN MIDDLE, CHARLEVILLE",,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2015,2015-07-30
"231 ROSEMOUNT, THURLES, CO TIPPERARY",,Tipperary,80000.0,Yes,No,Second-Hand Dwelling house /Apartment,,29,10,2021,2021-10-29
"22 The Lawn  Clover Meadows, Belmont Road, Ferrybank",,Kilkenny,80100.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,10,4,2014,2014-04-10
"16 COOLAGARRY, WALSH ISLAND, TULLAMORE",,Offaly,80132.0,No,No,Second-Hand Dwelling house /Apartment,,24,2,2021,2021-02-24
"14 CHESTNUT GROVE, LETTERKENNY, CO DONEGAL",,Donegal,80150.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22
"8 ST JOSPEH'S PARK, KILLIMOR, BALLINASLOE",,Galway,80500.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2018,2018-09-25
"11 NEPHIN VIEW, BALLINA RD, FOXFORD",,Mayo,80500.0,No,No,Second-Hand Dwelling house /Apartment,,2,10,2014,2014-10-02
"25 CHURCH VIEW, PORTARLINGTON, CO OFFALY",,Offaly,81000.0,No,No,Second-Hand Dwelling house /Apartment,,7,8,2019,2019-08-07
"4 CASHEL RD, KILLENAULE, THURLES",,Tipperary,81000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2020,2020-11-19
"40 LAKE SHORE DR, CASTLEBAR, MAYO",,Mayo,81000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2013,2013-12-20
"8 Manor Court, Manor Village, Tralee",,Kerry,81000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2013,2013-10-22
"27 THORNDALE, CASTLEBLAYNEY",,Monaghan,81056.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,2,2011,2011-02-18
"45 COIS CHNOIC, DINGLE, KERRY",,Kerry,81668.0,No,No,Second-Hand Dwelling house /Apartment,,27,5,2016,2016-05-27
"48 Carraig Ean, Co. Offaly",,Offaly,81938.0,No,Yes,New Dwelling house /Apartment,,12,11,2021,2021-11-12
"SISTERS OF MERCY, LISROYNE, STROKESTOWN",,Mayo,82000.0,No,No,Second-Hand Dwelling house /Apartment,,3,10,2014,2014-10-03
"17 Riverside, Urlingford",,Kilkenny,82000.0,No,No,Second-Hand Dwelling house /Apartment,,26,10,2012,2012-10-26
"DRUMNOOSE, MILLTOWN, BELTURBET",,Cavan,82000.0,No,No,Second-Hand Dwelling house /Apartment,,29,7,2016,2016-07-29
"BLACKWATER BRIDGE, KENMARE",,Kerry,82000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2013,2013-10-16
"Ballincur, Mooncoin, Co. Kilkenny",,Kilkenny,82000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2013,2013-10-21
"2 THE MARINA, BOYLE, CO ROSCOMMON",,Offaly,82000.0,No,No,Second-Hand Dwelling house /Apartment,,15,7,2014,2014-07-15
"84 WOLFE TONE ST, LIMERICK, LIMERICK",,Limerick,82000.0,No,No,Second-Hand Dwelling house /Apartment,,29,7,2016,2016-07-29
"19 Shandon Court, Richmond Hill",,Cork,82000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2013,2013-09-10
"209 Marian Villas, Donegal Town",,Donegal,82000.0,No,No,Second-Hand Dwelling house /Apartment,,28,7,2011,2011-07-28
"Carricknagat, Collooney",,Sligo,82000.0,No,No,Second-Hand Dwelling house /Apartment,,1,10,2013,2013-10-01
"7 VIKINGS WHARF, TEMPLESHANNON, ENNISCORTHY",,Wexford,82000.0,No,No,Second-Hand Dwelling house /Apartment,,21,8,2019,2019-08-21
"3 MONEEN VIEW, RHEBAN MANOR, ATHY",,Kildare,82000.0,No,No,Second-Hand Dwelling house /Apartment,,27,5,2016,2016-05-27
"CORK STREET, MACROOM, CO CORK",,Cork,82000.0,No,No,Second-Hand Dwelling house /Apartment,,3,4,2019,2019-04-03
"43 BENGAL TERRACE, OLD CORK RD, LIMERICK",,Limerick,82000.0,No,No,Second-Hand Dwelling house /Apartment,,26,9,2018,2018-09-26
"8 GLEN VIEW, CASTLEPOLLARD, CO WESTMEATH",,Westmeath,82000.0,No,No,Second-Hand Dwelling house /Apartment,,14,7,2014,2014-07-14
"17 ARUS BUN CAISE, RAHOON, COUNTY GALWAY",,Galway,82087.5,No,No,Second-Hand Dwelling house /Apartment,,30,6,2015,2015-06-30
"40 River Meadow, Dromod",,Leitrim,82175.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,5,9,2018,2018-09-05
"COLLACLOY, KINGSTOWN, CLIFDEN",,Galway,82440.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22
"16 Ormond Keep, Nenagh",,Tipperary,82440.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22
"50 Seatown, Dundalk",,Louth,82500.0,No,No,Second-Hand Dwelling house /Apartment,,8,3,2013,2013-03-08
"27 RIVEROAKS, CLAREGALWAY, GALWAY",,Galway,82500.0,Yes,No,Second-Hand Dwelling house /Apartment,,26,6,2015,2015-06-26
"HUGGARDSLAND, GLASHEEN RD, CORK",,Cork,82500.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2015,2015-10-16
"13, Gortbeg Road, Finglas",Dublin 11,Dublin,82500.0,No,No,Second-Hand Dwelling house /Apartment,,11,7,2012,2012-07-11
"2561 Woodside Park, Kildare",,Kildare,82500.0,No,No,Second-Hand Dwelling house /Apartment,,8,3,2013,2013-03-08
"152 MOYLARAGH CRESCENT, BALBRIGGAN",,Dublin,82500.0,No,No,Second-Hand Dwelling house /Apartment,,16,9,2013,2013-09-16
"Ballard, Araglen, Kilworth",,Cork,82500.0,No,No,Second-Hand Dwelling house /Apartment,,30,5,2014,2014-05-30
"84 BRACKERNAGH, BALLINASLOE, GALWAY",,Galway,82500.0,No,No,Second-Hand Dwelling house /Apartment,,2,6,2021,2021-06-02
"1 KIRBY APARTMENTS, CHURCH AVENUE, MULLINGAR",,Westmeath,82500.0,No,No,Second-Hand Dwelling house /Apartment,,7,9,2020,2020-09-07
"COOLBOA, CLASHMORE, YOUGHAL",,Waterford,82500.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2015,2015-10-29
"2 CHAPEL LANE, DINGLE, CO KERRY",,Kerry,82500.0,No,No,Second-Hand Dwelling house /Apartment,,14,3,2019,2019-03-14
"33 STONEBRIDGE PARK, ROCHFORTBRIDGE, WESTMEATH",,Westmeath,82669.0,No,No,Second-Hand Dwelling house /Apartment,,24,2,2021,2021-02-24
"4 NEW PARK CLOSE, KILKENNY",,Kilkenny,82700.0,Yes,No,Second-Hand Dwelling house /Apartment,,25,2,2014,2014-02-25
"32 ASHFIELD, BLACKWATER",,Wexford,82819.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,7,2014,2014-07-07
"CASHEL, CHARLESTOWN, MAYO",,Mayo,82862.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2021,2021-12-15
"FARRANAFINA, PALLASGREEN, CO LIMERICK",,Limerick,83000.0,No,No,Second-Hand Dwelling house /Apartment,,16,8,2016,2016-08-16
"2 BELLSWELL, MAIN ST, DAINGEAN",,Offaly,83000.0,No,No,Second-Hand Dwelling house /Apartment,,9,6,2015,2015-06-09
"3 Euston Street, Greenore",,Louth,83000.0,No,No,Second-Hand Dwelling house /Apartment,,8,9,2014,2014-09-08
"SEACH MOR HOUSE, BELCRUIT MEENBANAD, BURTONPORT",,Donegal,83000.0,No,No,Second-Hand Dwelling house /Apartment,,3,1,2020,2020-01-03
"CARROWCLOGHER, STROKESTOWN, CO ROSCOMMON",,Roscommon,83000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2017,2017-12-20
"3 BARROW MEWS, LINK RD, PORTARLINGTON",,Laois,83000.0,Yes,No,Second-Hand Dwelling house /Apartment,,3,2,2020,2020-02-03
"KILTILLANE, TEMPLEMORE",,Tipperary,83228.63,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,23,3,2011,2011-03-23
"167  Rockview, Simons Ridge, Sandyford",Dublin 18,Dublin,83700.44,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,2,2011,2011-02-18
"23 Brickfield Gardens, Newry road, Dundalk",,Louth,83701.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,4,2011,2011-04-01
"14 ST KIERANS PARK, SHANNONBRIDGE, OFFALY",,Offaly,83810.0,No,No,Second-Hand Dwelling house /Apartment,,22,3,2021,2021-03-22
"13 SPA WALK, MALLOW, CORK",,Cork,84000.0,No,No,Second-Hand Dwelling house /Apartment,,3,8,2021,2021-08-03
"6 HARBOUR VIEW DRIVE, KILLYBEGS, CO DONEGAL",,Donegal,84000.0,No,No,Second-Hand Dwelling house /Apartment,,24,7,2017,2017-07-24
"8 BANK LANE, BELTURBET, CAVAN",,Cavan,84000.0,No,No,Second-Hand Dwelling house /Apartment,,27,8,2020,2020-08-27
"3 CASTLE VIEW, MAIN ST, DULEEK",,Meath,84000.0,No,No,Second-Hand Dwelling house /Apartment,,15,8,2017,2017-08-15
"71 PARCHMENT SQ, MODEL FARM RD, CORK",,Cork,84000.0,No,No,Second-Hand Dwelling house /Apartment,,26,11,2014,2014-11-26
"Magazine Road, Athlone",,Westmeath,84000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,23,12,2014,2014-12-23
"BOSTON LANE, BALLINADARRA, BIRR",,Offaly,84000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2021,2021-12-22
"510 GLENLARA HOUSE, MOUNT KENNETH PLACE, LIMERICK",,Limerick,84000.0,No,No,Second-Hand Dwelling house /Apartment,,30,10,2020,2020-10-30
"NO 4 HEATHER PARK, KENMARE, CO KERRY",,Kerry,85000.0,No,No,Second-Hand Dwelling house /Apartment,,27,1,2015,2015-01-27
"409 CITY CENTRAL, BEDFORD ROW, LIMERICK",,Limerick,85000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2014,2014-10-29
"2 Mill Lane, Carrick-Beg, Carrick-on-Suir",,Tipperary,85000.0,No,No,Second-Hand Dwelling house /Apartment,,28,2,2013,2013-02-28
"58  CLUAN ENDA, DUNDALK, CO LOUTH",,Louth,85000.0,No,No,Second-Hand Dwelling house /Apartment,,27,3,2014,2014-03-27
"APT 1 and Newcastle Service Station, NEWCASTLE SERVICE STATION, NEWCASTLE",Dublin 15,Dublin,85000.0,Yes,No,Second-Hand Dwelling house /Apartment,,31,1,2020,2020-01-31
"9 BENNIT TERRACE, BALLYGADDY ROAD, TUAM",,Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2018,2018-09-10
"Plot D Drummans, Tobersool Lane, Balbriggan",,Dublin,85000.0,No,Yes,New Dwelling house /Apartment,,22,4,2021,2021-04-22
"CLARASHINNAGH, ESLINBRIDGE, CARRICK-ON-SHANNON",,Leitrim,85000.0,No,No,Second-Hand Dwelling house /Apartment,,20,10,2016,2016-10-20
"HIGHLANE, BALLINAHEGLISH, CO. ROSCOMMON",,Roscommon,85000.0,No,No,Second-Hand Dwelling house /Apartment,,19,7,2017,2017-07-19
"14 GLEANN COILL, CARRAWARD EAST, DROMCOLLOGHER",,Limerick,85000.0,No,No,Second-Hand Dwelling house /Apartment,,15,4,2015,2015-04-15
"STONEHALL, BALLISODARE, CO. SLIGO",,Sligo,85000.0,No,No,Second-Hand Dwelling house /Apartment,,28,10,2016,2016-10-28
"Carrickmacafferty, Derrybeg",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,22,2,2013,2013-02-22
"55 WESTBURY WOODS, GREENVILLE LANE, ENNISCORTHY",,Wexford,85000.0,No,No,Second-Hand Dwelling house /Apartment,,12,3,2021,2021-03-12
"19 CLOVERWELL, EDGEWORTHSTOWN, LONGFORD",,Longford,85000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2013,2013-12-18
"16 Rockwood, Old Road, Cashel",,Tipperary,85000.0,No,No,Second-Hand Dwelling house /Apartment,,25,7,2013,2013-07-25
"24 LATHLORCAN COURT, DUBLIN ROAD, MONAGHAN",,Monaghan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2016,2016-12-05
"FORTYACRES, TUAM, CO GALWAY",,Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,,21,11,2019,2019-11-21
"Currabaun, Drumlish",,Longford,85000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,8,2017,2017-08-30
"1 HAZELBROOK CRESCENT, LONG LANE, LETTERKENNY",,Donegal,85000.0,Yes,No,Second-Hand Dwelling house /Apartment,,8,7,2016,2016-07-08
"TIG NOREEN, KILDROMALIVE, ADRIGOLE",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,,8,10,2020,2020-10-08
"20 St. MIchael's Terrace, Arklow",,Wicklow,85000.0,No,No,Second-Hand Dwelling house /Apartment,,13,7,2010,2010-07-13
"27 PORTAVOLLA, WEST END, BANAGHER",,Offaly,85000.0,No,No,Second-Hand Dwelling house /Apartment,,7,12,2018,2018-12-07
"17 MERCHANTS RD, GALWAY, GALWAY",,Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,,18,4,2018,2018-04-18
"50 BRUHENNY, CHURCHTOWN, MALLOW",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2016,2016-12-16
"No. 3 COILL DARRACH, BARRADUFF, KILLARNEY",,Kerry,85000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27,3,2015,2015-03-27
"44 DRUMMAGH, CARRICK ON SHANNON, LEITRIM",,Leitrim,85000.0,No,No,Second-Hand Dwelling house /Apartment,,5,5,2021,2021-05-05
"Greaghlough School, Mullagh",,Cavan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,6,8,2010,2010-08-06
"13 ELM COURT, RAMELTON, DONEGAL",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2015,2015-03-30
"111 Ballyfermot Drive, Ballyfermot, Dublin 10",,Dublin,85000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2012,2012-12-20
"15 KEMPTON COURT, DRUMALEE, CAVAN",,Cavan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2020,2020-09-25
"135  LOWER GLANMIRE ROAD, GLANMIRE, COUNTY CORK",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,,28,9,2018,2018-09-28
"SHANCASHLAUN, KILMOGANNY, KILKENNY",,Kilkenny,85000.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2015,2015-11-11
"174 MULLAGHMATT, MONAGHAN",,Monaghan,85000.0,Yes,No,Second-Hand Dwelling house /Apartment,,14,6,2010,2010-06-14
"DRUMMIN, BALLYTURN, GORT",,Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2016,2016-12-22
"6 DAVIS ST, DUNGARVAN, CO WATERORD",,Waterford,85000.0,No,No,Second-Hand Dwelling house /Apartment,,7,9,2020,2020-09-07
"16 BLACKTHORN GROVE, TIPPERARY TOWN, CO TIPPERARY",,Tipperary,85000.0,No,No,Second-Hand Dwelling house /Apartment,,7,4,2017,2017-04-07
"No. 1 Beecher Street, Mallow, Cork",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,,20,1,2016,2016-01-20
"27 BARR NA TRIMOG, KILKELLY, MAYO",,Mayo,85000.0,No,No,Second-Hand Dwelling house /Apartment,,7,3,2017,2017-03-07
"4 St Alphonsus Road, Waterford City",,Waterford,85000.0,No,No,Second-Hand Dwelling house /Apartment,,22,7,2010,2010-07-22
"29 Moyacomb Meadows, clonegal",,Carlow,85000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,27,9,2012,2012-09-27
"Apt 404 An Dunnog, Bettystown Centre, Bettystown",,Meath,85000.0,No,No,Second-Hand Dwelling house /Apartment,,1,10,2012,2012-10-01
"184 CRUMLIN ROAD, CRUMLIN, DUBLIN 12",,Dublin,85000.0,No,No,Second-Hand Dwelling house /Apartment,,15,1,2014,2014-01-15
"APT 14 BLOCK B, ST ANGELAS STUDENT RESIDENCES, CLOGHEREVAGH",,Sligo,85000.0,No,No,Second-Hand Dwelling house /Apartment,,5,10,2021,2021-10-05
"26 THE MEADOWS, SMITHBOROUGH, MONAGHAN",,Monaghan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2014,2014-02-18
"6 Riverfield Court, Fenagh",,Carlow,85000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,31,1,2016,2016-01-31
"OLDTOWN LODGE, BALLINAMEEN, BOYLE",,Roscommon,85000.0,No,No,Second-Hand Dwelling house /Apartment,,6,10,2015,2015-10-06
"7 AVENUE Grove, the avenue, gorey",,Wexford,85000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2013,2013-02-15
"39 OLIVER PLUNKETT PK, DUNDALK, LOUTH",,Louth,85000.0,No,No,Second-Hand Dwelling house /Apartment,,7,7,2020,2020-07-07
"Chapelpark, Clontuskert, Ballinasloe",,Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,,28,11,2012,2012-11-28
"1 HOLLAND PLACE, HOLLAND COURT, LISCANNOR",,Clare,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2,6,2021,2021-06-02
"16 FERRYBANK, CHAFFE STREET, CO CARLOW",,Carlow,85000.0,No,No,Second-Hand Dwelling house /Apartment,,12,1,2021,2021-01-12
"360 Kildare Road, Crumlin, Dublin 12",,Dublin,85000.0,No,No,Second-Hand Dwelling house /Apartment,,10,8,2011,2011-08-10
"1245 ST EVINS PARK, MONASTERIVEN, KILDARE",,Kildare,85000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2014,2014-12-04
"25 PEARSE AVE, JANESBORO, LIMERICK",,Limerick,85000.0,No,No,Second-Hand Dwelling house /Apartment,,24,9,2015,2015-09-24
"OLD SCHOOL HOUSE, HOLLYMOUNT, BALLINAGLERA",,Leitrim,85000.0,No,No,Second-Hand Dwelling house /Apartment,,29,9,2020,2020-09-29
"Grigg, Doohamlet, Castleblayney",,Monaghan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,17,5,2011,2011-05-17
"24 PRESTON MILL, DROGHEDA, LOUTH",,Meath,85000.0,No,No,Second-Hand Dwelling house /Apartment,,30,1,2019,2019-01-30
"Seaview, Bargy Commons",,Wexford,85000.0,No,No,Second-Hand Dwelling house /Apartment,,14,2,2012,2012-02-14
"84 DOMINICK PLACE, WATERFORD, WATERFORD",,Waterford,85000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2017,2017-12-14
"GILLTOWN, DONADEA, KILDARE",,Kildare,85000.0,No,No,Second-Hand Dwelling house /Apartment,,9,6,2020,2020-06-09
"2 Tower Street, Cork",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2011,2011-11-25
"23 CASTLE PARK, NEWTOWNFORBES, LONGFORD",,Longford,85000.0,No,No,Second-Hand Dwelling house /Apartment,,9,6,2015,2015-06-09
"Kilbride, Kilnsvrott, Ballyjamesduff",,Cavan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,30,9,2011,2011-09-30
"61 OAKLAWNS, DUNDALK, LOUTH",,Louth,85000.0,No,No,Second-Hand Dwelling house /Apartment,,24,10,2018,2018-10-24
"57 Douglas Street, Cork",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2015,2015-09-25
"25 Laurel Court, Dwyers Road, Midleton",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,,20,11,2012,2012-11-20
"106 JAMESTOWN AVE, INCHICORE, DUBLIN 8",Dublin 8,Dublin,85201.37,Yes,No,Second-Hand Dwelling house /Apartment,,21,9,2016,2016-09-21
"197 TYRCONNELL ROAD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,85360.0,No,No,Second-Hand Dwelling house /Apartment,,14,9,2017,2017-09-14
"CARROWKEEL, CLONBUR, CO GALWAY",,Galway,85500.0,No,No,Second-Hand Dwelling house /Apartment,,14,8,2019,2019-08-14
"BALLYVOIGE, KILNAMARTYRA, MACROOM",,Cork,85500.0,No,No,Second-Hand Dwelling house /Apartment,,11,9,2018,2018-09-11
"38 CONEY MEADOWS, CONEYBORO, ATHY",,Kildare,85500.0,No,No,Second-Hand Dwelling house /Apartment,,12,4,2016,2016-04-12
"1 MARINE VIEW, WEST END, BUNDORAN",,Donegal,86000.0,No,No,Second-Hand Dwelling house /Apartment,,11,5,2021,2021-05-11
"RUEGARRAUN, CARRIGAHORIG, LORRHA NENAGH",,Tipperary,86000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2017,2017-08-22
"Dublin Road, Swinford",,Mayo,86000.0,No,No,Second-Hand Dwelling house /Apartment,,29,7,2011,2011-07-29
"2 MILL YARD, ENNISCORTHY, WEXFORD",,Wexford,86000.0,No,No,Second-Hand Dwelling house /Apartment,,23,3,2018,2018-03-23
"9 Kilmalogue Park, Portarlington, Co. Offaly",,Offaly,86000.0,No,No,Second-Hand Dwelling house /Apartment,,18,5,2011,2011-05-18
"GRAUNBEG, KILLOSCULLY, NEWPORT",,Tipperary,86000.0,No,No,Second-Hand Dwelling house /Apartment,,27,10,2016,2016-10-27
"West Street, Rinemackaderrig, Carrigaholt",,Clare,86000.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2012,2012-12-19
"318 ABBEY RIVER COURT, SHEEP ST, LIMERICK",,Limerick,86000.0,No,No,Second-Hand Dwelling house /Apartment,,24,4,2017,2017-04-24
"41 Parkview Drive, Parkview  Poppintree, Ballymun",Dublin 11,Dublin,86123.35,No,Yes,New Dwelling house /Apartment,,12,12,2019,2019-12-12
"19 Parkview Drive, Parkview  Poppintree, Ballymun",Dublin 11,Dublin,86123.35,No,Yes,New Dwelling house /Apartment,,12,12,2019,2019-12-12
"Apt. 62 Block 3, Northwood Green, Santry",Dublin 9,Dublin,86293.0,Yes,Yes,New Dwelling house /Apartment,,18,12,2018,2018-12-18
"27 OAKVALE, BALLINALEE ROAD, LONGFORD",,Longford,86500.0,No,No,Second-Hand Dwelling house /Apartment,,22,1,2021,2021-01-22
"22 Fuchsia Avenue, Forest Hill, Carrigaline",,Cork,86500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,11,2016,2016-11-11
"WEST END, BANAGHER, CO OFFALY",,Offaly,86500.0,No,No,Second-Hand Dwelling house /Apartment,,19,6,2020,2020-06-19
"Part 9 Aylesbury Avenue, Ferrybank",,Kilkenny,86975.18,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,7,2015,2015-07-29
"4 Ashgrove, Parcnagowan, Outrath Road  Kilkenny",,Kilkenny,87000.0,No,No,Second-Hand Dwelling house /Apartment,,2,10,2012,2012-10-02
"1 CROI OIGE, ATHLONE, WESTMEATH",,Westmeath,87000.0,No,No,Second-Hand Dwelling house /Apartment,,3,3,2016,2016-03-03
"24 IVY WOODS, KILBEGGAN, CO WESTMEATH",,Westmeath,87000.0,No,No,Second-Hand Dwelling house /Apartment,,28,2,2014,2014-02-28
"BALLYBOE, CONVOY, CO. DONEGAL",,Donegal,87000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2016,2016-10-19
"6 CALVERSTOWN LAWNS, CALVERSTOWN, CO. KILDARE",,Kildare,87000.0,Yes,No,Second-Hand Dwelling house /Apartment,,13,2,2020,2020-02-13
"3 WELLMOUNT CRESCENT, FINGLAS WEST, DUBLIN 11",,Dublin,87000.0,No,No,Second-Hand Dwelling house /Apartment,,29,1,2014,2014-01-29
"6 BEACHSIDE GARDENS, RIVERCHAPEL, GOREY",,Wexford,87000.0,No,No,Second-Hand Dwelling house /Apartment,,20,1,2017,2017-01-20
"12 castle gardens, st helen's bay, kilrane",,Wexford,87000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2015,2015-12-18
"103  ST. BRENDAN'S ROAD, FARRANREE, CORK",,Cork,87000.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2012,2012-03-30
"BALLINALUG, CLONASLEE",,Laois,87000.0,No,No,Second-Hand Dwelling house /Apartment,,26,11,2010,2010-11-26
"101 MOSTRIM OAKS, EDGEWORTHS TOWN, LONGFORD",,Longford,87000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2017,2017-12-18
"1 BRACKLONE, PORTARLINGTON, CO LAOIS",,Laois,87000.0,No,No,Second-Hand Dwelling house /Apartment,,2,10,2017,2017-10-02
"ASHE STREET, YOUGHAL, CORK",,Cork,87000.0,No,No,Second-Hand Dwelling house /Apartment,,20,3,2015,2015-03-20
"No. 60 Carrowmore Meadows, Carrowmore, Knock",,Mayo,87224.67,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,3,2011,2011-03-09
"APT 1B, CREGG COURT, CONNOLLY ST",,Cork,87500.0,No,No,Second-Hand Dwelling house /Apartment,,26,11,2018,2018-11-26
"Ballindrimley, Castlerea",,Roscommon,87500.0,No,No,Second-Hand Dwelling house /Apartment,,5,3,2015,2015-03-05
